title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
Rumah dekat UGM di plemburan jakal km 6,950000000,Rumah,85,85,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl timor timur gg. Irian/125. Jakal km 6,https://www.olx.co.id/item/dijual-rumah-di-jakal-km-6-iid-866842842
RUMAH MINIMALIS SIAP HUNI DI SLEMAN UTARA HARGA 500JTAN,499999999,Rumah,150,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",jl.pandowoharjo sleman jogja,https://www.olx.co.id/item/sisa-1-unit-terakhir-rumah-siap-huni-harga-500jtan-dekat-jejamuran-iid-866841179
"Rumah dijual siap huni, Utara Stadion Maguwoharjo",670000000,Rumah,125,70,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Dekat ke Condong catur,https://www.olx.co.id/item/rumah-siap-huni-utara-sd-model-maguwo-iid-866839419
"BARU SONOPAKIS JL.WATES KM.4 DALAM RINGROAD DKAT WIROBRAJAN, MALIOBORO",1899900000,Rumah,136,116,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Dalam Ringroad Titibumi Dekat Jl.Wates KM.4 STPN (Syahmad: 081904045055  Instagram:  @propertymart_jogja) SyHAfr,https://www.olx.co.id/item/dalam-ringroad-titibumi-dekat-jlwates-km4wirobrajanstpnmalioboro-iid-851009852
Villa Luas 962 meter di Turi Wonokerto,1950000000,Rumah,962,160,4,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Turi sleman,https://www.olx.co.id/item/asri-dijual-villa-homestay-rumah-cantik-nyaman-di-turi-sleman-iid-866836193
Jual rumah dan ruko di sidomoyo sleman,2863000000,Rumah,445,270,4,5,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.",Seyegan,https://www.olx.co.id/item/rumah-dan-ruang-usaha-di-sleman-iid-866835510
Rumah 2 lt ada pendopo Joglo dan 8 Kamar Kost,3000000000,Rumah,449,225,3,4,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Mulungan Wetan rt 01 rw 15 Sendangadi Mlati Sleman Yogyakarta,https://www.olx.co.id/item/di-jual-rumah-lokasi-strategis-iid-844183163
Perumahan Patra Residence,2400000000,Rumah,127,100,2,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",jalan palagan km 10,https://www.olx.co.id/item/patra-residence-hunian-elegant-di-yogyakarta-iid-866824586
Rumah siap huni dlm perumahan dkt dngan jogja city mall jalan magelang,1250000000,Rumah,192,186,6,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Perumahan taman mutiara babarsari No 1 tambak bayan no 18,https://www.olx.co.id/item/dijual-rumah-siap-ditempati-iid-851980873
"MURAH BELAKANG HYATT JL.PALAGAN KM.6,5 DEKAT RINGROAD, MONJALI, UGM",850000000,Rumah,125,80,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jombor,https://www.olx.co.id/item/rumah-murah-dalam-cluster-di-jombor-dekat-jcm-ugm-dan-tugu-jogja-iid-859574180
"Kost Eksklusif 14 KT kos dekat UGM,UTY, Tugu Jogja, JCM,Jl Magelang",2700000007,Rumah,120,180,9,9,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan magelang,https://www.olx.co.id/item/kost-exclusive-full-penghuni-jalan-magelang-dekat-tugu-iid-752125131
Jual rumah di perumahan griya taman asri,650000000,Rumah,98,70,3,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Griya taman asri,https://www.olx.co.id/item/rumah-dalam-perum-sleman-jalan-griya-taman-asri-iid-859575179
15unit rumah baru dijlgodean km 14 dkt kekellurahan sumberarum moyudan,350000000,Rumah,127,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln godean km 14 dkt ke kelurahan sumberarum moyudan,https://www.olx.co.id/item/rumah-brproses-bgn-dijlgodean-km-14-dkt-kekelurahan-sumberarum-moyudan-iid-866814273
Rumah baru proses finishing di dkt pasar cebongan,450000001,Rumah,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Dkt ke pasar cebongan,https://www.olx.co.id/item/rumah-baru-minimalis-di-dkt-pasar-cebongan-iid-866809596
RUMAH BARU MODERN DALAM CLUSTER DI SLEMAN,350000000,Rumah,112,45,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.","Seyegan, Sleman",https://www.olx.co.id/item/cluster-rumah-tepi-jalan-raya-di-seyegan-sleman-iid-866809275
Rumah minimalis siap huni belakang hotel hyatt,679000000,Rumah,107,80,3,1,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I.","Jongke kidul, mlati",https://www.olx.co.id/item/dijual-rumah-di-area-premium-belakang-hotel-hyatt-iid-845341547
Rumah dekat RS Murangan jln magelang,699999999,Rumah,100,60,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Perumahan GTA ( GRIYA TAMAN ASRI ) Blok C no 336. Pendowoharjo Sleman,https://www.olx.co.id/item/dikontrakan-atau-dijual-iid-866803991
Rumah baru minimalis dg kolam renang pribadi di dkt pasar cebongan,1400000000,Rumah,155,120,4,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Dkt ke pasar cebongan,https://www.olx.co.id/item/rumah-baru-minimalis-2-lt-dg-kolam-renang-di-dkt-pasar-cebongan-iid-866794635
RUMAH DI SUMBERADI MLATI SLEMAN DEKAT KAMPUNG FLORY DAN PEMDA SLEMAN,675000000,Rumah,100,70,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Sumberadi, Mlati, Sleman",https://www.olx.co.id/item/rumah-di-sumberadi-mlati-sleman-dekat-pemda-sleman-dan-kampung-flory-iid-866794055
Rumah baru minimalis di dkt pasar cebongan,625000000,Rumah,110,60,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Dkt ke pasar cebongan,https://www.olx.co.id/item/di-jual-rumah-baru-minimalis-di-dkt-pasar-cebongan-iid-866789432
Rumah Murah Furnish dlm Perumahan dkt Terminal Jombor &amp; UGM,2600000000,Rumah,145,137,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kebon Agung Sleman,https://www.olx.co.id/item/rumah-furnish-dlm-perumahan-di-jombor-iid-862519646
3 unit rumah baru siap huni di jln godean km 10 selatan pasar godean,475000000,Rumah,102,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Dkt ke pasar bibis godean,https://www.olx.co.id/item/rumah-baru-minimalis-siap-huni-di-dkt-pasar-bibis-godean-iid-866786277
Rumah Megah Bangunan 2 Lantai dlm Perum Barat Hotel Hyatt jl Palagan,1845000000,Rumah,143,105,3,2,2,nan,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan palagan,https://www.olx.co.id/item/rumah-mewah-dlm-perum-dekat-hyatt-hotel-iid-862520500
Rumah dijual dalam perumahan dekat Hyatt jalan palagan,1845000000,Rumah,137,90,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Mlati, Sleman, Jogja (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-perumahan-jalan-palagan-dekat-hyatt-ugm-iid-866782195
9 unit rumah baru proses bgn di jln kebon agung dkt ke pasar balangan,350000000,Rumah,120,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln kebon agung dkt ke pasar balangan,https://www.olx.co.id/item/9-unit-rumah-baru-proses-bgn-di-jln-kebon-agung-dkt-ke-pasar-balangan-iid-866781884
"Rumah dijual, baru, desain mewah, jl. Kaliurang Km 13, timur UII",1150000000,Rumah,210,128,5,3,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jl Kaliurang Ngemplak Sleman,https://www.olx.co.id/item/dijual-rumah-luas-5-kamar-di-dekat-kampus-uii-jl-kaliurang-iid-866781119
"Rumah Baru Dalam Cluster, Kawasan Elite Jalan Palagan Belakang Hyarta",3000000000,Rumah,461,400,7,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan palagan km 7,https://www.olx.co.id/item/rumah-luas-jalan-palagan-tanah-luas-450-meter-iid-757403821
Kost dekat ugm jogja,3000000000,Rumah,119,330,10,10,3,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl. Monjali sinduadi mlati sleman (Dalam ringroad dekat UGM),https://www.olx.co.id/item/kost-ekslussive-3-lantai-10-kamar-dekat-ugm-dan-monjali-iid-823607185
Kost ekslussive 3 lantai 10 kamar dekat UGM dan Monjali,3000000000,Rumah,168,300,10,9,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Pogung, mlati, sleman (Dalam ringroad dekat UGM)",https://www.olx.co.id/item/kost-ekslussive-10-kamar-dekat-ugm-di-pogung-iid-823607782
dijual rumah mewah elegan di jalan jambon sleman yogyakarta,2475000000,Rumah,161,191,4,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl Jambon Jogja,https://www.olx.co.id/item/dijual-rumah-mewah-2-lantai-di-jl-jambon-jogja-iid-866778908
Rumah Tingkat 2 Eksklusif dekat Kantor BKN Yogyakarta,1490000016,Rumah,103,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jl. Jongke, Mlati Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",https://www.olx.co.id/item/rumah-elegan-2-lantai-harga-miring-dekat-kantor-bkn-kota-yogyakarta-iid-866778342
"Rumah di Perumahan Pogung Baru dekat Pandega Marta Kampus UGM,",2700000000,Rumah,142,200,4,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I.","Mlati, Sleman, Yogyakarta (Tlp/WA -082137523862 -087739020909)",https://www.olx.co.id/item/rumah-mewah-perumahan-pogung-dekat-ugm-iid-866777841
Dijual Dalam Perumahan Jalan Palagan Jongke,1950000000,Rumah,143,105,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jalan palagan, Ngaglik, sleman",https://www.olx.co.id/item/rumah-dalam-perumahan-dekat-hyatt-di-jalan-palagan-iid-866777278
Jual kos di pogung dekat UGM,12000000000,Rumah,1040,1040,5,3,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kaliurang Km 5 Sleman ( Telpon 081229797000.Mas Kelik),https://www.olx.co.id/item/rumah-dijual-pogung-pandega-dekat-kampus-ugm-area-premium-iid-853971488
Rumah Mewah Perumahan Elite Bale Mulia Residence Sekelas Bale Hinggil,9900000000,Rumah,532,532,5,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kebon Agung Mlati Sleman ( Telpon 081229797000 Mas Kelik),https://www.olx.co.id/item/rumah-dijual-bale-mulia-residence-private-pool-dalam-perumahan-elite-iid-853812736
JUAL CEPAT RUMAH DALAM PERUMAHAN ELITE POGUNG BARU SANGAT DEKAT UGM,3900000000,Rumah,266,260,5,4,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I.",Telepon 081229797000. Mas Kelik,https://www.olx.co.id/item/rumah-mewah-hook-dalam-perumahan-elite-dekat-kampus-ugm-pogung-iid-854399021
Rumah Masa Kini Desain Menarik Hanya 500jt-an Ada Mini Garden,500000080,Rumah,100,60,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","Blunyah, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513",https://www.olx.co.id/item/rumah-apik-modern-minimalis-500-jt-an-dekat-polres-sleman-iid-866776387
Rumah Pondok Permai Palagan Perumahan Mewah Elite Fasum Kolam Renang,1550000000,Rumah,127,145,4,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jalan palagan tentara pelajar 7,5",https://www.olx.co.id/item/rumah-mewah-perum-pondok-permai-palagan-fasum-kolam-renang-dekat-hyatt-iid-801000366
"Rumah Mewah di Palagan dekat Hyatt, Al Azhar, Monjali dan Jombor",2100000000,Rumah,137,137,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Mlati Sleman, Telp 081229797000 purscrty",https://www.olx.co.id/item/rumah-dijual-full-furnished-dekat-hyatt-palagan-ugm-al-azhar-jombor-iid-865612052
Rumah Modern dan Strategis di jalan Magelang dekat Lapangan Denggung,695000029,Rumah,160,56,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","Jaran, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",https://www.olx.co.id/item/rumah-modern-minimalis-dekat-lapangan-denggung-jalan-magelang-iid-866775327
"PERUM MEWAH GRIYA ARGA PERMAI JL.GODEAN KM.4 DEKAT TUGU, MALIOBORO,SKE",2600000000,Rumah,251,181,4,3,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I.",Perumahan Tirtasani Residence jl.Godean Km.4 (Telpon/WA: 0819-0404-5055  Instagram: @propertymart_jogja) SyHAfr,https://www.olx.co.id/item/rumah-mewah-tirtasani-residence-dalam-ringroad-dekat-tugumalioboro-iid-859499337
"FORTUNA RESIDENCE DAYAKAN, hunian Elegan di Kawasan Elit Jogja",1656000000,Rumah,106,130,4,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Ngempla, Sleman",https://www.olx.co.id/item/rumah-elegan-di-utara-jogja-bayym-iid-866770008
"480JUTA SIAP HUNI 5 MENIT KE PASAR CEBONGAN -
SMR 336",480000000,Rumah,100,60,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Cebongan Sleman,https://www.olx.co.id/item/480juta-siap-huni-5-menit-ke-pasar-cebongan-smr-336-iid-866763360
Dijual Rumah Rapi siap huni furnished Mlati Sleman Jogjakarta,1750000000,Rumah,129,130,3,2,2,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.",jl wonosari km 8 bantul yogyakarta,https://www.olx.co.id/item/hunian-2-lantai-jogjakarta-iid-859429748
Rumah Murah Strategis Kawasan Komplek Purwomartani Sleman,475000000,Rumah,90,54,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Karang mojo  purwomartani,https://www.olx.co.id/item/jual-rumah-baru-karang-mojo-purwomartani-iid-859476129
WOW.. RUMAH JOGLO ETNIK JAWA MODERN DEKAT HOTEL HYATT REGENCY,875000000,Rumah,104,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Kawasan Jln Palagan,https://www.olx.co.id/item/rumah-mewah-joglo-etnik-modern-strtaegis-di-kawasan-jln-palagan-iid-866748969
Rumah Full Furnished dlm Perumahan daerah Jongke Barat Hotel Hyatt,1400000000,Rumah,126,90,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",nan,https://www.olx.co.id/item/turun-harga-dari-15-m-jadi-14-m-rumah-dlm-perumahan-daerah-jongke-iid-866747687
Rumah siap huni 345 jt dekat RSUD Sleman Yogyakarta,345000000,Rumah,93,36,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.",Sanggrahan Caturharjo Sleman Yogyakarta,https://www.olx.co.id/item/untuk-minggu-ini-rumah-siap-huni-type-4093-rp-340-jt-sleman-yogya-iid-866746030
"Dijual Rumah Cluster Siap Bangun 300 Jutaan, Bisa Custom Design",369950000,Rumah,90,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.","Sanggrahan, Caturharjo, Sleman, D I Yogyakarta",https://www.olx.co.id/item/rumah-siap-bangun-bisa-custom-design-300-jutaan-di-sleman-yogyakarta-iid-866745910
Rumah Murah Dijual Pondok Permai Palagan Utara Kampus UGM Yogyakarta,1350000000,Rumah,133,150,3,2,2,Griya Arga Permai Jl. Rinjani S.16,"Depok, Sleman Kab., Yogyakarta D.I.",Griya Arga Permai Jl. Rinjani S.16,https://www.olx.co.id/item/rumah-hunian-strategis-griya-arga-permai-yogyakarta-iid-865958733
Rumah siap huni sangat nyaman dan strategis kodya kotagede,640000000,Rumah,90,75,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Selatan Umbulharjo,https://www.olx.co.id/item/rumah-siap-huni-dua-lantai-dekat-kota-yogyakarta-iid-867313899
Kode RSH 236 # Rumah Bagus Siap Huni di Maguwoharjo Depok Sleman Yogya,2000000000,Rumah,167,200,5,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Demangan depok,https://www.olx.co.id/item/rumah-baru-siap-huni-di-depok-sleman-iid-840606231
Hunian Harga Terjangkau - Fasilitas Lengkap - Jakal Km 11,173000087,Rumah,41,37,1,1,1,HGB - Hak Guna Bangun,"Gondomanan, Yogyakarta Kota, Yogyakarta D.I.",Jln kaliurang km 11 Ngaglik Slm,https://www.olx.co.id/item/hunian-harga-terjangkau-fasilitas-lengkap-jakal-km-11-iid-858916685
Hunian Praktis Dekat UII - PR0M0 - Unit Terlaris,165000392,Rumah,41,30,2,1,1,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",Jln Kaliurang km 11 - Ngaglik Slm Yk,https://www.olx.co.id/item/pilihan-terbagus-harga-termurah-lokasi-terbaik-iid-859232072
Rumah cluster baru jalan kabupaten  kota jogja,715000000,Rumah,79,65,3,2,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.","Gambiran Umbulharjo Kota Jogja, WA 081392899090. Web : propertijogja.info",https://www.olx.co.id/item/rumah-baru-siap-huni-di-jogja-kota-dalam-cluster-iid-867308358
Jual BU rumah baru dekat UMY bonus AC TV LED dll,415000000,Rumah,97,45,2,2,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",Tamantirto Kasihan Bantul,https://www.olx.co.id/item/rumah-baru-full-bonus-iid-867305210
Rumah siap huni dekat kampus atmajaya babarsari,2500000000,Rumah,156,135,3,3,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I.",Sleman,https://www.olx.co.id/item/rumah-dalam-perum-ekslusif-dekat-kampus-atmajaya-babarsari-iid-867304960
Rumah dijual di tengah kota Jogja dekat Tugu dan Malioboro Jogja,3000000000,Rumah,331,200,5,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",Saudagaran Yogyakarta,https://www.olx.co.id/item/dijual-cepat-rumah-siap-huni-dan-strategis-di-sudagaran-jogja-iid-867304605
"Dijual Rumah Timoho Kodya Dekat Balaikota, Baciro, Umbulharjo",2850000000,Rumah,190,170,5,5,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Timoho umbulharjo yogyakarta,https://www.olx.co.id/item/jual-cepat-rumah-dua-lantai-utara-balaikota-yogyakarta-iid-867300953
"Cluster mewah, ekonomis, strategis, 10 mnt dari kota yogyakarta",396000000,Rumah,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",Tamantirto Kasihan Bantul,https://www.olx.co.id/item/rumah-mewah-murah-dalam-cluster-iid-867300445
Jual 1 Unit Rumah Siap Huni di Tengah Kota Jogja dekat Jokteng Kulon,5000001040,Rumah,450,450,5,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.","Jalan Sugeng Jeroni No. 25, Kelurahan Gedongkiwo, Kecamatan Mantrijeron, Kota Yogyakarta (Samping Indomaret Sugeng Jeroni) ~ No. Whatsapp = 0822-2333-8557",https://www.olx.co.id/item/jual-1-unit-rumah-siap-huni-di-tengah-kota-jogja-dekat-jokteng-kulon-iid-867299700
Rumah siap huni 2 lantai lingkungan ramai dekat kampus condongcatur,1175000000,Rumah,120,118,3,3,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",Jalan kaliurang km 13,https://www.olx.co.id/item/rumah-baru-2-lantai-siap-huni-dekat-kampus-uii-iid-867298028
Rumah Perum 3KT Dkat Diro Ringroad Pasty JL Bantul Madukismo Dongkelan,550000000,Rumah,90,60,3,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.","JL. Mrisi, Tirtonirmolo, Kasihan, Bantul, YK",https://www.olx.co.id/item/rumah-perum-3kt-dkat-diro-ringroad-pasty-jl-bantul-madukismo-dongkelan-iid-867297376
Rumah cantik dalam perum Jogja Regency,4900000000,Rumah,256,350,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","Caturtunggal, Depok, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta/ 0878-2042-3058 (Wa/Telp)",https://www.olx.co.id/item/jual-rumah-dalam-perum-jogja-regency-kawasan-jogja-kota-iid-859976899
Rumah Scandinavian Murah Jogja Barat Dekat UMY,300000000,Rumah,82,36,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.",20 Menit dari Pusat Kota Jogja,https://www.olx.co.id/item/rumah-modern-scandinavian-di-jogja-barat-10-menit-ke-kampus-umy-iid-857688365
Rumah Dijual Murah Super Strategis Dekat TVRI Dan Kampus UGM,1100000007,Rumah,115,128,3,2,1,HGB - Hak Guna Bangun,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/rumah-dijual-depan-ske-jl-jambon-dekat-tvri-yogyakarta-iid-862889961
RUMAH CANTIK 300jtan DEKAT PUSAT KOTA JOGJA,335000000,Rumah,83,45,2,1,1,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.",15 Menit ke Pusat Jogja,https://www.olx.co.id/item/rumah-cantik-luas-15-menit-ke-pusat-jogja-bisa-kpr-iid-857690128
Rumah termurah di Jogja,375000002,Rumah,93,36,2,1,1,10 Menit dari Sleman City,"Kraton, Yogyakarta Kota, Yogyakarta D.I.",10 Menit dari Sleman City,https://www.olx.co.id/item/rumah-premium-luas-10-menit-dari-sleman-city-hall-iid-857696773
Jual rumah di perumahan green house jogja,1500000000,Rumah,175,225,5,3,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.","Jl. Brontokusuman, Kec. Mergangsan, Kota Yogyakarta,",https://www.olx.co.id/item/rumah-dalam-perumahan-onegate-system-di-brontokusuman-iid-867286523
Rumah luas dengan Ruang Usaha jogja,5500000000,Rumah,250,600,1,4,3,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",Demangan,https://www.olx.co.id/item/dijual-tanah-bonus-bangunan-usaha-di-lokasi-startegis-kota-jogja-iid-823599054
Rumah Classic Modern Hanya 168Jt-an Cicilan Ringan,168000000,Rumah,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I.",Dekat Exit Tol &amp; Kawasan Wisata Kota Candi Prambanan,https://www.olx.co.id/item/dijual-rumah-classic-minimalis-lokasi-tepi-jalan-aspal-strategis-iid-867284922
Perumahan Estetik 10 menit dari pusat kota Jogja,450000000,Rumah,86,50,2,2,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",nan,https://www.olx.co.id/item/promo-perumahan-di-bantul-jogja-iid-867284055
Rumah besar dan kost2an di Timoho timur kantor balaikota Yogyakarta,7000000000,Rumah,608,400,4,4,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",Balaikota,https://www.olx.co.id/item/dijual-office-2-lantai-plus-rumah-2-unit-di-timur-balaikota-iid-867282649
Pesona Hunian Lux Perum JL Tajem Sleman Dkat Kadisoka Sambiroto Maguwo,799000000,Rumah,119,56,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","JL. Tajem, Maguwoharjo, Sleman",https://www.olx.co.id/item/griya-perum-lux-jl-tajem-wedomartani-ngemplak-sleman-dekat-kadisoka-iid-867281705
Dijual Rumah Mewah Harga Murah Dalam Cluster dekat Jogja Bay,1350000000,Rumah,120,110,3,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Timur jogja bay maguoharjo,https://www.olx.co.id/item/rumah-mewah-murah-dekat-jogja-bay-iid-867281672
Hunian Perum Tiyasan Condongcatur Sleman Dkt Banteng JL Kaliurang UGM,650000000,Rumah,92,71,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.","JL. Tiyasan, Condongcatur, Depok, Sleman, YK",https://www.olx.co.id/item/rumah-idaman-perum-jl-kaliurang-condongcatur-sleman-dkt-plosokuning-iid-867281341
"BARU FULL FURNISH KOLAM RENANG PRIBADI DI MERAPI VIEW DEKAT HYATT,UGM",6499900900,Rumah,379,490,6,5,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",Jalan Kaliurang km 9 Ngaglik Sleman,https://www.olx.co.id/item/rumah-baru-full-furnished-perum-pesona-merapi-view-dekat-bale-hinggil-iid-859407898
Hunian Satu Kamar dan Tiga Kamar - Praktis,173000033,Rumah,40,40,1,1,1,HGB - Hak Guna Bangun,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",Jln kaliurang km 11 Ngaglik Sleman Jogja,https://www.olx.co.id/item/hunian-r-e-a-d-y-syap-pake-jakal-km-11-iid-867279165
"Rumah Mewah Megah ada Kolam Renang, Lok. Dekat UGM/Tugu/Malioboro",5500000000,Rumah,316,350,7,5,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",Tegalrejo Yogyakarta Telp 081 229 797 000 Mas  Kelik,https://www.olx.co.id/item/rumah-baru-megah-dilengkapi-kolam-renang-pribadi-fully-furnished-kodya-iid-861000133
Dalam Perumahan Tirtasani Residence,3500000000,Rumah,190,200,5,4,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",Telpon 081 229 797 000 Mas Kelik,https://www.olx.co.id/item/rumah-mewah-dijual-tirtasani-residence-perumahan-elite-dekat-kota-iid-863308880
